Version ID	Index	Master ID	Skeletal code	Skeletal element	Year this sample was first published [for a present-day sample it is this version of the sample. missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Representative contact	Method for Determining Date (including any warnings)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	GroupID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 coverage or published (merged data or consensus if not available)	mt haplogroup published	mt haplogroup published reference	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT (Xcontam interval is listed if lower bound is >0.005, "QUESTIONABLE" if lower bound is 0.01-0.02, "QUESTIONABLE_CRITICAL" or "FAIL" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is "QUESTIONABLE"; <0.9 is "QUESTIONABLE_CRITICAL", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is "QUESTIONABLE_CRITICAL/FAIL" if <0.01, "QUESTIONABLE" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are "QUESTIONABLE_CRITICAL" or "FAIL" if <0.03, "QUESTIONABLE" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))	Anatolian	Yamnaya	Mesolithic_HG	PC1	PC2	PC3	PC4
FOV-A-1~38.SG	13243	FOV-A1	FOV-A1	tooth (molar)	2018	EbenesersdottirScience2018	EbenesersdottirScience2018	Direct (WARNING MISSING LAB CODE): 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	603	31	1296-1400 calCE (620±30 BP, Beta-)	Iceland_Early_Christian.SG	Fossvellir	Iceland	65.437602	-14.602639	Shotgun	2	0.286055	244926	..	M	n/a (no relatives detected)	R1b1a1b1a1a2c1a1a	..	HV17a 	HV17a 	unknown (cannot locate in paper what method they used to determine haplogroups)	..	..	..	..	..	..	..	0.041	0.031	None	[0,0.102]	ds.minus	32_P1,32_P2	PASS (literature)	0	1	0	63.479035316536	-11.1435157638849	-8.90330554677106	18.0040500015673
R1290.SG	15159	R1290	Palazzo della Cancelleria US 501 94	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	602	30	1299-1400 calCE (615±25 BP, UCIAMS-213636)	Italy_Medieval_EarlyModern.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.198504	806306	..	F	n/a (no relatives detected)	..	..	H1c3a	H1c3a	Haplogrep (v2.1.20)	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.009	0.024	None	[0,0.038]	half	..	PASS (literature)	0.593896330646906	0.406103669353094	0	-16.6406478590816	20.1920379745794	-16.3417073882907	-16.5837327762383
R61.SG	15227	R61	VM 07; BII; 4067	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on individual R54 in same stratigraphic unit	595	43	1280-1430 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	1.589373	934245	..	M	n/a (no relatives detected)	R1b1a1b1a	..	HV	HV	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.027	0.024	None	[0,0.074]	half	..	PASS (literature)	0.437954666586978	0.479586479553294	0.0824588538597281	-22.8351198512802	0.86127136380352	-17.0661973292164	-6.95866872377265
R57.SG	15222	R57	VM 3524	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on individual R54 in same stratigraphic unit	595	43	1280-1430 CE	Italy_Medieval_EarlyModern.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	1.293471	831522	..	F	n/a (no relatives detected)	..	..	I1a1a3	I1a1a3	Haplogrep (v2.1.20)	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.028	None	[0,0.059]	half	..	PASS (literature)	0.544172635343837	0.455827364656163	0	-9.67731170787997	19.2579352726455	-23.078658681241	-18.1929312466583
R56.SG	15221	R56	VM BI 2857	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on individual R54 in same stratigraphic unit	595	43	1280-1430 CE	Italy_Medieval_EarlyModern.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	0.957694	711582	..	F	n/a (no relatives detected)	..	..	U5b3f	U5b3f	Haplogrep (v2.1.20)	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.025	0.035	None	[0,0.044]	half	..	PASS (literature)	0.482437050546799	0.517562949453201	0	4.44375429657963	20.6390324690673	-19.0104009394353	-17.8653237273917
R55.SG	15220	R55	VM 08; MON BI; 2757	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on individual R54 in same stratigraphic unit	595	43	1280-1430 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	1.573601	933214	..	M	n/a (no relatives detected)	G2a2b2a1a1b1a1a2a1	..	J2b1a	J2b1a	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	-0.022	0.02	None	[0,0.017]	half	..	PASS (literature)	0.432559285501291	0.50769597735691	0.0597447371417995	-21.9705983725011	1.77047466768841	-17.5152651268173	-3.69335031176382
R54.SG	15219	R54	VM 09 BI 2688	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Direct (WARNING MISSING LAB CODE AND UNCALIBRATED DATE): Calibration methodology unclear	595	43	1280-1430 calCE	Italy_Medieval_EarlyModern.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	0.887811	698108	..	M	Italy, Villa Magna Family A (2 members) (R53-R54 2nd to 5th deg relation)	J2b2a1a1a1a1a2a~	..	H4a1	H4a1	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.024	0.041	None	[0,0.104]	half	..	PASS (literature)	0.495112772101676	0.504887227898324	0	4.0232775887988	21.5014619458299	-16.3443110924499	-18.8223936952012
R53.SG	15218	R53	VM 08; MON BI; 2676	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on individual R54 in same stratigraphic unit	595	43	1280-1430 CE	Italy_Medieval_EarlyModern.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	1.404265	886906	..	M	Italy, Villa Magna Family A (2 members) (R53-R54 2nd to 5th deg relation)	E1b1b1b1b	..	U2e1c1	U2e1c1	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	-0.047	0.021	Model_Misspecified	[0,0]	half	..	PASS (literature)	0.609615660164573	0.390384339835427	0	-22.8582504809405	18.6305337095968	-21.547032784197	-14.5571332180232
R52.SG	15217	R52	VM 07; MON BI; 2306	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on individual R54 in same stratigraphic unit	595	43	1280-1430 CE	Italy_Medieval_EarlyModern.SG	Villa Magna	Italy	41.6877312	13.0864953	Shotgun	..	0.747539	624922	..	M	n/a (no relatives detected)	G2a2a1a2a1b1~	..	T1a1	T1a1	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.003	0.037	None	[0,0.076]	half	..	PASS (literature)	0.426658676158811	0.573341323841189	0	8.61357377413536	17.910955745086	-12.4729593268117	-18.1450292624592
s19~IIf~1.SG	13285	IIf	AI 3680: matus 1	tooth (molar)	2019	SaagCurrentBiology2019	SaagCurrentBiology2019	Context: Archaeological period	575	9	1360-1390 CE	Estonia_Medieval.SG	Valga, Otepää Piiri St., 1938, burial 1	Estonia	58.0594	26.4961	Shotgun	..	0.177177	192383	..	M	n/a (no relatives detected)	N1a1a1a1a1a1a	..	T2b	..	..	..	..	..	..	..	..	..	-0.012	0.03	None	[0,0.047]	ds.minus	..	PASS (literature)	0	1	0	67.0752814242989	-14.6931991744886	-8.57757902105385	19.9285046322526
I8146	7421	I8146	Cobertizo Viejo-CV2 La Zubia, sepultura 4	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	550	58	1300-1500 CE	Spain_NazariPeriod_LateMuslim	Granada	Spain	37.1461	-3.5913	1240K	1	0.157186	169879	..	F	n/a (no relatives detected)	..	120	H3a1	..	..	[0.995,1.000]	0.062	0.015	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.14	0.018	None	[0.105,0.175]	ds.half	S8146.E1.L1	PASS	0	1	0	64.3421717650576	7.44147901329907	-0.353308154829779	-1.25727258627407
R1289.SG	15157	R1289	Palazzo della Cancelleria US 450 D	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on another individual, R1286 from same site	525	43	1350-1500 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	0.840863	660435	..	F	n/a (no relatives detected)	..	..	K1a4a1	K1a4a1	Haplogrep (v2.1.20)	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.032	0.033	None	[0,0.097]	half	..	PASS (literature)	0.270523335384645	0.729476664615355	0	5.93803222476886	3.656229853034	0.14948340286824	-7.6265091464802
R1288.SG	15156	R1288	Palazzo della Cancelleria US 450 C	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on another individual, R1286 from same site	525	43	1350-1500 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.220192	815751	..	F	n/a (no relatives detected)	..	..	I3a1	I3a1	Haplogrep (v2.1.20)	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.02	0.02	None	[0,0.059]	half	..	PASS (literature)	0.189867018827872	0.810132981172128	0	-7.66066842585399	-9.35829717722451	-9.7252740427521	0.630636598784147
R1287.SG	15155	R1287	Palazzo della Cancelleria US 450 B	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Direct date on another individual, R1286 from same site	525	43	1350-1500 CE	Italy_Medieval_EarlyModern.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.238638	837967	..	M	n/a (no relatives detected)	R1b1a1b1a1a2	..	T2b	T2b	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	-0.034	0.023	None	[0,0.011]	half	..	PASS (literature)	0.54145532220189	0.45854467779811	0	-12.325149341156	17.8156373448888	-12.9708993548078	-13.9507640913493
R1286.SG	15154	R1286	Palazzo della Cancelleria US 450 A	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	520	10	1409-1450 calCE (485±25 BP, UCIAMS-213635)	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.148207	808322	..	M	n/a (no relatives detected)	I1a1b1a1e2~	..	H1g1	H1g1	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	-0.01	0.022	None	[0,0.033]	half	..	PASS (literature)	0.102161825470864	0.897838174529136	0	-4.27815559843392	-15.1165826708301	-19.3140174615403	1.76004008099456
R1219.SG	15143	R1219	Cancelleria US 17 1	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	508	13	1421-1469 calCE (455±25 BP, UCIAMS-213632)	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.707665	960473	..	M	n/a (no relatives detected)	E1b1b1a1b1	..	H11a	H11a	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.003	0.024	None	[0,0.05]	half	..	PASS (literature)	0.33286753808362	0.547269765404101	0.119862696512279	-20.4558141130291	-8.37596000316944	-16.548514517237	-3.40654918217213
SNN003	15996	SNN003	SSSN 1045	Tooth	2020	MarcusNatureCommunications2020	John Novembre	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	481	33	1440-1611 calCE (411±19 BP, MAMS-39536)	Italy_Sardinia_Medieval	Sassari, SAS, San Nicola Necropoli Esterna	Italy	40.726921	8.558378	1240K	1	0.510139	406320	..	F	n/a (no relatives detected)	..	73.8	H3f1	..	..	[0.98,1.00]	0.1026	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.014	0.018	None	[0,0.021]	ds.half	SNN003.A0101	PASS (literature)	0.589311813820861	0.410688186179139	0	-10.4408160714508	22.6875519920379	-3.43281634990905	-13.1570114207777
R1224.SG	15147	R1224	Cancelleria US 17 38	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Historical period	465	3	1480-1490 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.160017	802878	..	M	n/a (no relatives detected)	G2a2b2a1a1b1a1a2a1a1b	..	T2b4f	T2b4f	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.016	0.024	None	[0,0.063]	half	..	PASS (literature)	0.19696833785044	0.80303166214956	0	1.35725446989267	-4.59448890972154	-8.21039226438485	-0.980507348810419
R1221.SG	15146	R1221	Cancelleria US 17 6	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Historical period	465	3	1480-1490 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.39423	885733	..	M	n/a (no relatives detected)	J2a1a1b2a1b1b2c~	..	H1e2	H1e2	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.018	0.025	None	[0,0.067]	half	..	PASS (literature)	0.334500064948018	0.665499935051982	0	-11.4019512577874	0.977513398293182	-12.6928521894739	-4.88638749676274
R1220.SG	15145	R1220	Cancelleria US 17 2	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Context: Historical period	465	3	1480-1490 CE	Italy_Medieval_EarlyModern_oCentralEuropean.SG	Cancelleria	Italy	41.8964977	12.4718662	Shotgun	..	1.087845	781723	..	M	n/a (no relatives detected)	R1b1a1b1a1a2	..	T2f1a1	T2f1a1	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	0.027	0.028	None	[0,0.082]	half	..	PASS (literature)	0.196108029669749	0.803891970330251	0	2.61322041694537	-4.08712123282045	-12.8504911635457	-1.67485395155962
I7425	6640	I7425	Individuo 16	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	1	1.629846	709907	..	F	n/a (no relatives detected)	..	51.1	W6	W6a	..	[0.988,0.998]	0.049	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.017	None	[0,0.032]	ds.half	S7425.E1.L1	PASS (damage.ds.half=0.049)	0.708343105999268	0	0.291656894000732	-46.7307197382884	7.71918563250075	-13.9278663533002	-3.37062001515598
I7424	6639	I7424	Individuo 8	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	1	0.773646	538009	..	F	n/a (no relatives detected)	..	116	U5b1+16189+@16192	..	..	[0.990,0.997]	0.058	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.006	0.015	None	[0,0.023]	ds.half	S7424.E1.L1	PASS	0.560538910998929	0.347975000207657	0.0914860887934143	-27.0210967201401	8.77972204906969	-12.3957613590409	-8.79597688849818
I7423~published	6638	I7423	Individuo 34bis	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim_o_published	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	1	0.090744	101703	..	M	n/a (no relatives detected)	R1b1a1b1a1a	118	H20c	..	..	[0.997,1.000]	0.069	0.473	15	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.081	0.039	Model_Misspecified	[0,0]	ds.half	S7423.E1.L1	PASS (literature)	0	1	0	61.5507590683657	8.36807950873398	5.31707951176498	-5.82108743579104
I3810	1809	I3810	Individuo 9	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim_African	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	1	0.094	103130	..	F	n/a (no relatives detected)	..	163	L2e1	..	..	[0.996,0.999]	0.055	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.012	0.02	Very_High_Contamination	[0,0.051]	ds.half	S3810.E1.L1	PASS	0	1	0	61.2747132060988	5.43941867516003	0.326418130185895	-2.25062453726345
I3809~published	6552	I3809	Individuo 5	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim_published	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	3	0.048985	57068	..	M	n/a (no relatives detected)	R1b1a1b1a1a2c1	..	U6a3b	..	..	..	..	..	..	..	..	..	0.072	0.045	None	[0,0.16]	ds.half,ds.half,ds.half	S3809.E1.L1,S3809.E1.L3,S3809.E1.L2	PASS	0	1	0	77.9394513630063	4.70398067346711	1.71227325491072	-1.62616024824733
I3808	1808	I3808	Individuo 2	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	1	0.92	579905	..	F	n/a (no relatives detected)	..	368	H1	..	..	[0.991,0.998]	0.047	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.026	0.019	None	[0,0.011]	ds.half	S3808.E1.L1	PASS (damage.ds.half=0.047)	0.747367180403993	0.0413509438683768	0.21128187572763	-36.2736918915538	15.0743928244555	-21.6577152690915	-7.99385685418515
I3807	45	I3807	Individuo 34	tooth	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Archaeological period	400	29	1500-1600 CE	Spain_NazariPeriod_Muslim	Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta	Spain	36.9508333	-3.547222222	1240K	3	0.136811	148892	..	M	n/a (no relatives detected)	E1b1b	..	U6a2	..	..	..	..	..	..	0.131182	1.470182469	[0,0.306]	0.219	0.033	Very_High_Contamination	[0.154,0.284]	ds.half,ds.half,ds.half	S3807.E1.L1,S3807.E1.L2,S3807.E1.L3	PASS (mtmatchmax=0.964-0.971)	0	1	0	52.5780091556985	9.94669612795892	0.00861192049096086	-6.83463019683431
s19~ILS01~1.SG	13288	ILS01	TM A 153: matus 73	tooth (molar)	2019	SaagCurrentBiology2019	SaagCurrentBiology2019	Context: Archaeological period	388	36	1500-1625 CE	Estonia_Medieval.SG	Tartu, Vana-Kuuste, burial 73	Estonia	58.2475	26.7628	Shotgun	..	0.06882	80042	..	M	n/a (no relatives detected)	R1a1a1	..	H11a1	..	..	..	..	..	..	..	..	..	-0.03	0.034	Model_Misspecified	[0,0.037]	ds.minus	..	PASS (literature)	0	1	0	81.2800214279615	-5.9181170143594	-2.25914475830524	12.0464250315407
MA2196~final.SG	8098	MA2196	HS 08-07, 08 07 17, North, Sector XXXV, Grid XLIX-48 (99), Provisional Layer 3	..	2018	DamgaardScience2018	..	Context: Archaeological period	375	217	1200-1950 CE	Turkey_Ottoman_2.SG	Kalehöyük	Turkey	39.345805	33.78813	Shotgun	..	0.202395	214392	..	F	n/a (no relatives detected)	..	..	K	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.011	None	[0,0.029]	ds.minus	..	PASS (literature)	0	1	0	70.4105109038707	-4.60518509742833	-12.4084402859193	13.1695588960582
MA2195~final.SG	8097	MA2195	HS 12-01, 12 07 24, South, Sector L	..	2018	DamgaardScience2018	..	Context: Archaeological period	375	217	1200-1950 CE	Turkey_Ottoman_1.SG	Kalehöyük	Turkey	39.345805	33.78813	Shotgun	..	0.646697	553639	..	F	n/a (no relatives detected)	..	..	D4j	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.007	Very_High_Contamination	[0,0.018]	ds.minus	..	PASS (literature)	0	1	0	28.9384461288391	-18.3550883112783	-32.2000320078449	1.79717967563128
s19~IVLS09KT~1.SG	13289	IVLS09KT	TM A 155: matus 18	tooth (molar)	2019	SaagCurrentBiology2019	SaagCurrentBiology2019	Context: Archaeological period	365	9	1570-1600 CE	Estonia_Medieval.SG	Tartu, Mäletjärve, burial 18	Estonia	58.3036	26.9478	Shotgun	..	0.30102	304403	..	M	n/a (no relatives detected)	J2b2a1	..	H2a1	..	..	..	..	..	..	..	..	..	-0.002	0.013	None	[0,0.023]	ds.minus	..	PASS (literature)	0	1	0	47.9212039869423	-25.2326978514177	-14.6115723047897	20.44676365157
VK46.SG	19708	VK46	Faroe_19; Faroe_Sandoy_Church2_grave14	tooth	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	4.33	1112790	..	M	..	R1a1a1b1a3a2b	356.3	..	H5	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0.462110046906041	0	0.537889953093959	-41.3727334060187	-22.5727566482086	-13.1849156226073	-4.7895282397181
VK45.SG	19698	VK45	Faroe_18; Faroe_Sandoy_Church2_grave13	petrous	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	0.11	128848	..	M	..	R1a1a1b1a3a2b	37.4	..	H3a1	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	1	0	76.3880195159455	-7.199116117764	-6.09912472549672	16.8133772353293
VK44.SG	19688	VK44	Faroe_17; Faroe_Sandoy_Church2_grave29	petrous	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern_o2.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	0.45	345287	..	M	..	R1b1a1b1a1a2c1	79.3	..	H3a1a	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	1	0	54.5920705489281	-16.471381000065	-11.8139879233184	20.5045335923481
VK27.SG	19533	VK27	Faroe_10; Faroe_Sandoy_Church2_grave8	petrous	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	0.25	250700	..	M	..	R1b1a1b1a1a2c1	87.9	..	U5a1g1	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	1	0	62.5242531292348	-12.665520124116	-11.3834714298566	20.8965163580477
VK25.SG	19514	VK25	Faroe_1; Faroe_Sandoy_Church2_grave28	petrous	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	1.89	878444	..	M	..	R1b1a1b1a1a	192.5	..	H3a1a	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0.225684559976149	0.539052667413077	0.235262772610774	-20.1514921872397	-22.0191099906842	-14.4440221160012	1.02645687140464
VK248.SG	19503	VK248	Faroe_22; Faroe_Sandoy_Church2_grave_B	tooth	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	0.08	85230	..	M	..	I1	46.4	..	H49a	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	1	0	81.0411114111135	-4.6956943201851	-0.481913095711509	10.9895521255699
VK245.SG	19501	VK245	Faroe_16; Faroe_Sandoy_Church2_grave15	petrous	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern_o1.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	1.08	749552	..	M	..	R1a1a1b1a3a2b	160.3	..	H3a1	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	1	0	9.99096344826709	-18.4499816919065	-16.1629419367119	8.31886726745757
VK244.SG	19500	VK244	Faroe_12; Faroe_Sandoy_Church2_grave24	petrous	2020	MargaryanWillerslevNature2020	Nielsen, Rasmus; Werge, Thomas; Willerslev, Eske	Context: Archaeological period	350	58	1500-1700 CE	Faroes_EarlyModern.SG	Faroes, Church2	Faroes	61.85	-6.8	Shotgun	..	0.54	492735	..	M	..	R1a1a1b1a3a1	49	..	H2a2a2	Haplogrep, KlossBrandst�tterHumMutat2011	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	1	0	33.239032563698	-16.0914347993598	-13.4009380698681	15.6396048519045
